timestamp_utc,match_id,team_id,opponent_id,score,rating_before,rating_after,k_factor,replay_path
2026-08-28T23:30:05Z,75fbdfd49cdd,release-and-run,nova-vertical,0.5,1521.835,1520.566,32,var/matches/matches/20260828T232745Z-75fbdfd49cdd-release-and-run-vs-nova-vertical.ndjson
2026-08-28T23:30:05Z,75fbdfd49cdd,nova-vertical,release-and-run,0.5,1494.212,1495.481,32,var/matches/matches/20260828T232745Z-75fbdfd49cdd-release-and-run-vs-nova-vertical.ndjson
2026-08-28T23:41:08Z,23446ce6a170,release-and-run,strict-wide-pocket-g3,0.5,1520.566,1519.8,32,var/matches/matches/20260828T233854Z-23446ce6a170-release-and-run-vs-strict-wide-pocket-g3.ndjson
2026-08-28T23:41:08Z,23446ce6a170,strict-wide-pocket-g3,release-and-run,0.5,1503.924,1504.69,32,var/matches/matches/20260828T233854Z-23446ce6a170-release-and-run-vs-strict-wide-pocket-g3.ndjson
2026-08-28T23:43:21Z,95426c794acd,strict-wide-pocket-g3,release-and-run,0.5,1504.69,1505.385,32,var/matches/matches/20260828T234108Z-95426c794acd-strict-wide-pocket-g3-vs-release-and-run.ndjson
2026-08-28T23:43:21Z,95426c794acd,release-and-run,strict-wide-pocket-g3,0.5,1519.8,1519.105,32,var/matches/matches/20260828T234108Z-95426c794acd-strict-wide-pocket-g3-vs-release-and-run.ndjson
2026-08-28T23:45:49Z,7f8fe01e4925,nova-vertical,release-deep-denial-g4,0.5,1495.481,1496.493,32,var/matches/matches/20260828T234321Z-7f8fe01e4925-nova-vertical-vs-release-deep-denial-g4.ndjson
2026-08-28T23:45:49Z,7f8fe01e4925,release-deep-denial-g4,nova-vertical,0.5,1517.486,1516.474,32,var/matches/matches/20260828T234321Z-7f8fe01e4925-nova-vertical-vs-release-deep-denial-g4.ndjson
2026-08-28T23:48:13Z,34544f6ee0be,release-deep-denial-g4,nova-vertical,1.0,1516.474,1531.555,32,var/matches/matches/20260828T234550Z-34544f6ee0be-release-deep-denial-g4-vs-nova-vertical.ndjson
2026-08-28T23:48:13Z,34544f6ee0be,nova-vertical,release-deep-denial-g4,0.0,1496.493,1481.412,32,var/matches/matches/20260828T234550Z-34544f6ee0be-release-deep-denial-g4-vs-nova-vertical.ndjson
2026-08-28T23:50:00Z,54bdbf5e9431,nova-vertical,strict-wide-pocket-g3,0.5,1481.412,1481.963,16,var/matches/matches/20260828T234813Z-54bdbf5e9431-nova-vertical-vs-strict-wide-pocket-g3.ndjson
2026-08-28T23:50:00Z,54bdbf5e9431,strict-wide-pocket-g3,nova-vertical,0.5,1505.385,1504.283,32,var/matches/matches/20260828T234813Z-54bdbf5e9431-nova-vertical-vs-strict-wide-pocket-g3.ndjson
2026-08-28T23:51:51Z,19b914971a78,strict-wide-pocket-g3,nova-vertical,0.0,1504.283,1487.257,32,var/matches/matches/20260828T235000Z-19b914971a78-strict-wide-pocket-g3-vs-nova-vertical.ndjson
2026-08-28T23:51:51Z,19b914971a78,nova-vertical,strict-wide-pocket-g3,1.0,1481.963,1490.476,16,var/matches/matches/20260828T235000Z-19b914971a78-strict-wide-pocket-g3-vs-nova-vertical.ndjson
2026-08-28T23:56:24Z,ac36fbbbe3b5,strict-wide-pocket-g3,release-deep-denial-g4,0.5,1487.257,1489.286,32,var/matches/matches/20260828T235403Z-ac36fbbbe3b5-strict-wide-pocket-g3-vs-release-deep-denial-g4.ndjson
